I250729 14:00:32.263541 848 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2025/07/29 14:00:32
I250729 14:00:32.263568 848 util/log/file_sync_buffer.go:237 ⋮ [config]   running on machine: ‹a649c6043543›
I250729 14:00:32.263586 848 util/log/file_sync_buffer.go:237 ⋮ [config]   binary: CockroachDB CCL v25.2.0 (aarch64-unknown-linux-gnu, built 2025/05/15 21:07:42, go1.23.7 X:nocoverageredesign)
I250729 14:00:32.263593 848 util/log/file_sync_buffer.go:237 ⋮ [config]   arguments: [‹/cockroach/cockroach› ‹start-single-node› ‹--listening-url-file=server_fifo› ‹--pid-file=server_pid› ‹--advertise-addr=127.0.0.1:26257› ‹--certs-dir=certs› ‹--log=file-defaults: {dir: ./cockroach-data/logs}› ‹--insecure› ‹--http-addr=0.0.0.0:8080›]
I250729 14:00:32.263616 848 util/log/file_sync_buffer.go:237 ⋮ [config]   log format (utf8=✓): crdb-v2
I250729 14:00:32.263621 848 util/log/file_sync_buffer.go:237 ⋮ [config]   line format: [IWEF]yymmdd hh:mm:ss.uuuuuu goid [chan@]file:line redactionmark \[tags\] [counter] msg
I250729 14:00:32.261906 848 13@kv/kvserver/replicate_queue.go:783 ⋮ [T1,Vsystem,n1,replicate,s1,r9/1:‹/Table/{5-6}›] 1  error processing replica: 0 of 1 live stores are able to take a new replica for the range (1 already has a voter, 0 already have a non-voter); likely not enough nodes in cluster
I250729 14:00:32.265221 1171 13@kv/kvserver/replicate_queue.go:783 ⋮ [T1,Vsystem,n1,replicate,s1,r1/1:‹/{Min-System/NodeL…}›] 2  error processing replica: 0 of 1 live stores are able to take a new replica for the range (1 already has a voter, 0 already have a non-voter); likely not enough nodes in cluster
I250729 14:00:32.265263 1172 13@kv/kvserver/replicate_queue.go:783 ⋮ [T1,Vsystem,n1,replicate,s1,r2/1:‹/System/NodeLiveness{-Max}›] 3  error processing replica: 0 of 1 live stores are able to take a new replica for the range (1 already has a voter, 0 already have a non-voter); likely not enough nodes in cluster
I250729 14:00:32.265293 1173 13@kv/kvserver/replicate_queue.go:783 ⋮ [T1,Vsystem,n1,replicate,s1,r3/1:‹/System/{NodeLive…-tsd}›] 4  error processing replica: 0 of 1 live stores are able to take a new replica for the range (1 already has a voter, 0 already have a non-voter); likely not enough nodes in cluster
I250729 14:00:32.265315 1174 13@kv/kvserver/replicate_queue.go:783 ⋮ [T1,Vsystem,n1,replicate,s1,r4/1:‹/System{/tsd-tse}›] 5  error processing replica: 0 of 1 live stores are able to take a new replica for the range (1 already has a voter, 0 already have a non-voter); likely not enough nodes in cluster
