I250817 14:50:25.634996 753 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2025/08/17 14:50:25
I250817 14:50:25.635021 753 util/log/file_sync_buffer.go:237 ⋮ [config]   running on machine: ‹ea5221a614ab›
I250817 14:50:25.635033 753 util/log/file_sync_buffer.go:237 ⋮ [config]   binary: CockroachDB CCL v25.2.0 (aarch64-unknown-linux-gnu, built 2025/05/15 21:07:42, go1.23.7 X:nocoverageredesign)
I250817 14:50:25.635039 753 util/log/file_sync_buffer.go:237 ⋮ [config]   arguments: [‹/cockroach/cockroach› ‹start-single-node› ‹--listening-url-file=server_fifo› ‹--pid-file=server_pid› ‹--advertise-addr=127.0.0.1:26257› ‹--certs-dir=certs› ‹--log=file-defaults: {dir: ./cockroach-data/logs}› ‹--insecure› ‹--http-addr=0.0.0.0:8080›]
I250817 14:50:25.635112 753 util/log/file_sync_buffer.go:237 ⋮ [config]   log format (utf8=✓): crdb-v2
I250817 14:50:25.635120 753 util/log/file_sync_buffer.go:237 ⋮ [config]   line format: [IWEF]yymmdd hh:mm:ss.uuuuuu goid [chan@]file:line redactionmark \[tags\] [counter] msg
I250817 14:50:25.617046 753 13@kv/kvserver/replicate_queue.go:783 ⋮ [T1,Vsystem,n1,replicate,s1,r1/1:‹/{Min-System/NodeL…}›] 1  error processing replica: 0 of 1 live stores are able to take a new replica for the range (1 already has a voter, 0 already have a non-voter); likely not enough nodes in cluster
I250817 14:50:25.638623 772 13@kv/kvserver/replicate_queue.go:783 ⋮ [T1,Vsystem,n1,replicate,s1,r10/1:‹/Table/{6-7}›] 2  error processing replica: 0 of 1 live stores are able to take a new replica for the range (1 already has a voter, 0 already have a non-voter); likely not enough nodes in cluster
I250817 14:50:25.638723 773 13@kv/kvserver/replicate_queue.go:783 ⋮ [T1,Vsystem,n1,replicate,s1,r11/1:‹/Table/{7-8}›] 3  error processing replica: 0 of 1 live stores are able to take a new replica for the range (1 already has a voter, 0 already have a non-voter); likely not enough nodes in cluster
I250817 14:50:25.638775 774 13@kv/kvserver/replicate_queue.go:783 ⋮ [T1,Vsystem,n1,replicate,s1,r12/1:‹/Table/{8-9}›] 4  error processing replica: 0 of 1 live stores are able to take a new replica for the range (1 already has a voter, 0 already have a non-voter); likely not enough nodes in cluster
I250817 14:50:25.638823 775 13@kv/kvserver/replicate_queue.go:783 ⋮ [T1,Vsystem,n1,replicate,s1,r20/1:‹/Table/1{7-8}›] 5  error processing replica: 0 of 1 live stores are able to take a new replica for the range (1 already has a voter, 0 already have a non-voter); likely not enough nodes in cluster
